AirlineName,AirportDest,AirportOrig,ArrTime,DepTime,FlightDuration,Price,StopsCount
LATAM Airlines Group,mcz,sdu,2020/06/10-13:50,2020/06/10-06:00,7:50,1808.0,1
LATAM Airlines Group,mcz,sdu,2020/06/11-01:55,2020/06/10-18:10,7:45,1808.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-13:05,2020/06/10-06:20,6:45,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-23:30,2020/06/10-18:30,5:00,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-01:35,2020/06/10-18:45,6:50,1327.0,1
Azul,mcz,sdu,2020/06/11-01:50,2020/06/10-19:20,6:30,1947.0,1
LATAM Airlines Group,mcz,sdu,2020/06/11-09:35,2020/06/10-19:20,14:15,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-17:05,2020/06/10-07:40,9:25,1327.0,1
Azul,mcz,sdu,2020/06/11-01:50,2020/06/10-19:55,5:55,1947.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-01:35,2020/06/10-19:55,5:40,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/11-11:10,2020/06/10-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-17:05,2020/06/10-08:10,8:55,1327.0,1
Azul,mcz,sdu,2020/06/10-16:55,2020/06/10-08:30,8:25,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-13:05,2020/06/10-08:30,4:35,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/11-13:50,2020/06/10-20:30,17:20,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-17:05,2020/06/10-08:40,8:25,1327.0,1
Azul,mcz,sdu,2020/06/11-01:50,2020/06/10-21:00,4:50,1947.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-17:05,2020/06/10-09:10,7:55,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/11-09:35,2020/06/10-21:25,12:10,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/10-17:05,2020/06/10-09:40,7:25,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-10:10,6:55,884.0,1
Azul,mcz,sdu,2020/06/11-18:55,2020/06/11-10:35,8:20,1947.0,2
LATAM Airlines Group,mcz,sdu,2020/06/11-19:10,2020/06/11-10:50,8:20,1808.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-11:10,5:55,884.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-11:30,5:35,884.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-01:35,2020/06/11-11:45,13:50,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-12:05,5:00,884.0,1
LATAM Airlines Group,mcz,sdu,2020/06/12-16:10,2020/06/11-16:40,23:30,5241.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-01:35,2020/06/11-17:15,8:20,629.0,1
Azul,mcz,sdu,2020/06/12-01:50,2020/06/11-17:25,8:25,1947.0,1
LATAM Airlines Group,mcz,sdu,2020/06/11-13:50,2020/06/11-06:00,7:50,1808.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-06:05,11:00,884.0,1
LATAM Airlines Group,mcz,sdu,2020/06/12-11:10,2020/06/11-18:10,17:00,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-12:05,2020/06/11-06:20,5:45,1326.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-01:35,2020/06/11-18:45,6:50,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-07:05,10:00,884.0,1
Azul,mcz,sdu,2020/06/12-01:50,2020/06/11-19:20,6:30,1947.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-07:40,9:25,884.0,1
LATAM Airlines Group,mcz,sdu,2020/06/12-11:10,2020/06/11-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-08:10,8:55,884.0,1
Azul,mcz,sdu,2020/06/11-18:25,2020/06/11-08:30,9:55,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-13:05,2020/06/11-08:30,4:35,884.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-08:40,8:25,884.0,1
Azul,mcz,sdu,2020/06/12-01:50,2020/06/11-21:00,4:50,1947.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-09:10,7:55,884.0,1
Azul,mcz,sdu,2020/06/11-18:25,2020/06/11-09:35,8:50,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-22:45,2020/06/11-09:35,13:10,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/11-17:05,2020/06/11-09:40,7:25,884.0,1
Azul,mcz,sdu,2020/06/11-18:25,2020/06/11-09:55,8:30,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-10:10,6:55,758.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-09:35,2020/06/12-22:20,11:15,2452.0,2
Azul,mcz,sdu,2020/06/12-18:55,2020/06/12-10:35,8:20,1463.0,2
LATAM Airlines Group,mcz,sdu,2020/06/12-16:10,2020/06/12-10:50,5:20,1808.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-11:10,5:55,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-11:30,5:35,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-22:45,2020/06/12-11:45,11:00,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-12:05,5:00,758.0,1
Azul,mcz,sdu,2020/06/13-00:10,2020/06/12-16:10,8:00,1775.0,2
LATAM Airlines Group,mcz,sdu,2020/06/13-16:10,2020/06/12-16:35,23:35,7387.0,3
LATAM Airlines Group,mcz,sdu,2020/06/13-16:10,2020/06/12-16:40,23:30,4128.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-01:35,2020/06/12-17:15,8:20,629.0,1
Azul,mcz,sdu,2020/06/13-01:50,2020/06/12-17:25,8:25,1455.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-09:35,2020/06/12-17:25,16:10,2452.0,2
LATAM Airlines Group,mcz,sdu,2020/06/12-11:10,2020/06/12-06:00,5:10,1808.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-06:05,11:00,758.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-11:10,2020/06/12-18:10,17:00,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-13:05,2020/06/12-06:20,6:45,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-01:35,2020/06/12-18:45,6:50,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-07:05,10:00,758.0,1
Azul,mcz,sdu,2020/06/13-01:50,2020/06/12-19:20,6:30,1455.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-09:35,2020/06/12-19:20,14:15,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-07:40,9:25,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-01:35,2020/06/12-19:55,5:40,629.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-11:10,2020/06/12-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-08:10,8:55,758.0,1
Azul,mcz,sdu,2020/06/12-16:55,2020/06/12-08:30,8:25,1463.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-13:05,2020/06/12-08:30,4:35,758.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-09:35,2020/06/12-20:30,13:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-08:40,8:25,758.0,1
Azul,mcz,sdu,2020/06/13-01:50,2020/06/12-21:00,4:50,1455.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-09:10,7:55,758.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-09:35,2020/06/12-21:25,12:10,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-22:45,2020/06/12-09:35,13:10,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/12-17:05,2020/06/12-09:40,7:25,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-17:05,2020/06/13-10:10,6:55,629.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-16:10,2020/06/13-10:50,5:20,1012.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-17:05,2020/06/13-11:10,5:55,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-17:05,2020/06/13-11:30,5:35,629.0,1
Azul,mcz,sdu,2020/06/13-17:00,2020/06/13-11:40,5:20,967.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-17:05,2020/06/13-12:05,5:00,629.0,1
LATAM Airlines Group,mcz,sdu,2020/06/14-01:55,2020/06/13-14:55,11:00,2452.0,2
LATAM Airlines Group,mcz,sdu,2020/06/14-01:55,2020/06/13-16:25,9:30,901.0,2
LATAM Airlines Group,mcz,sdu,2020/06/14-01:55,2020/06/13-16:35,9:20,1093.0,2
LATAM Airlines Group,mcz,sdu,2020/06/13-11:20,2020/06/13-06:10,5:10,1808.0,1
LATAM Airlines Group,mcz,sdu,2020/06/14-01:55,2020/06/13-18:10,7:45,1012.0,1
Azul,mcz,sdu,2020/06/13-19:55,2020/06/13-06:20,13:35,1775.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-13:05,2020/06/13-06:20,6:45,1327.0,1
Azul,mcz,sdu,2020/06/13-17:00,2020/06/13-06:25,10:35,967.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/14-01:35,2020/06/13-18:45,6:50,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-13:40,2020/06/13-07:05,6:35,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-12:05,2020/06/13-07:10,4:55,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-13:40,2020/06/13-07:40,6:00,1327.0,1
Azul,mcz,sdu,2020/06/13-17:00,2020/06/13-08:00,9:00,967.0,1
LATAM Airlines Group,mcz,sdu,2020/06/14-01:55,2020/06/13-20:05,5:50,1012.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-13:40,2020/06/13-08:10,5:30,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/13-16:10,2020/06/13-08:20,7:50,901.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-13:05,2020/06/13-08:30,4:35,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-13:40,2020/06/13-08:40,5:00,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-13:40,2020/06/13-09:10,4:30,1327.0,1
Azul,mcz,sdu,2020/06/13-19:55,2020/06/13-09:35,10:20,1775.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/13-17:05,2020/06/13-09:40,7:25,629.0,1
Azul,mcz,sdu,2020/06/13-17:00,2020/06/13-09:55,7:5,967.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/14-17:05,2020/06/14-10:10,6:55,1326.0,1
LATAM Airlines Group,mcz,sdu,2020/06/15-13:50,2020/06/14-22:20,15:30,2452.0,2
LATAM Airlines Group,mcz,sdu,2020/06/14-19:10,2020/06/14-10:50,8:20,1012.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/14-17:05,2020/06/14-11:10,5:55,1326.0,1
Azul,mcz,sdu,2020/06/14-18:25,2020/06/14-11:40,6:45,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-01:35,2020/06/14-11:45,13:50,1326.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/14-17:05,2020/06/14-12:05,5:00,1326.0,1
Azul,mcz,sdu,2020/06/15-00:10,2020/06/14-15:10,9:00,1947.0,2
LATAM Airlines Group,mcz,sdu,2020/06/15-16:10,2020/06/14-16:40,23:30,4551.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-01:35,2020/06/14-17:15,8:20,1326.0,1
Azul,mcz,sdu,2020/06/15-01:50,2020/06/14-17:25,8:25,1947.0,1
LATAM Airlines Group,mcz,sdu,2020/06/14-16:10,2020/06/14-06:00,10:10,2452.0,2
LATAM Airlines Group,mcz,sdu,2020/06/14-16:10,2020/06/14-06:10,10:00,901.0,2
LATAM Airlines Group,mcz,sdu,2020/06/15-11:10,2020/06/14-18:10,17:00,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/14-22:45,2020/06/14-06:20,16:25,1326.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-01:35,2020/06/14-18:45,6:50,1326.0,1
Azul,mcz,sdu,2020/06/15-01:50,2020/06/14-19:20,6:30,1947.0,1
LATAM Airlines Group,mcz,sdu,2020/06/15-11:10,2020/06/14-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/14-17:05,2020/06/14-08:10,8:55,1326.0,1
LATAM Airlines Group,mcz,sdu,2020/06/14-16:10,2020/06/14-08:20,7:50,1482.0,2
LATAM Airlines Group,mcz,sdu,2020/06/15-13:50,2020/06/14-20:30,17:20,2452.0,3
Azul,mcz,sdu,2020/06/15-01:50,2020/06/14-21:00,4:50,1947.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/14-17:05,2020/06/14-09:10,7:55,1326.0,1
LATAM Airlines Group,mcz,sdu,2020/06/15-09:35,2020/06/14-21:25,12:10,2452.0,3
Azul,mcz,sdu,2020/06/14-18:25,2020/06/14-09:30,8:55,1947.0,2
LATAM Airlines Group,mcz,sdu,2020/06/14-19:10,2020/06/14-09:30,9:40,2452.0,2
Azul,mcz,sdu,2020/06/14-18:55,2020/06/14-09:35,9:20,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-01:35,2020/06/14-09:35,16:00,1326.0,1
Azul,mcz,sdu,2020/06/14-18:25,2020/06/14-09:55,8:30,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-10:10,6:55,1463.0,1
LATAM Airlines Group,mcz,sdu,2020/06/16-13:50,2020/06/15-22:20,15:30,1808.0,2
Azul,mcz,sdu,2020/06/15-18:55,2020/06/15-10:35,8:20,1947.0,2
LATAM Airlines Group,mcz,sdu,2020/06/15-19:10,2020/06/15-10:50,8:20,1012.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-11:10,5:55,1463.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-11:30,5:35,1463.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-12:05,5:00,1463.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-23:30,2020/06/15-15:30,8:00,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-23:30,2020/06/15-16:00,7:30,627.0,1
Azul,mcz,sdu,2020/06/16-00:10,2020/06/15-16:10,8:00,1947.0,2
LATAM Airlines Group,mcz,sdu,2020/06/16-09:35,2020/06/15-16:40,16:55,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-23:30,2020/06/15-17:00,6:30,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-01:35,2020/06/15-17:15,8:20,1463.0,1
LATAM Airlines Group,mcz,sdu,2020/06/15-11:10,2020/06/15-06:00,5:10,1808.0,1
LATAM Airlines Group,mcz,sdu,2020/06/16-01:55,2020/06/15-18:10,7:45,1012.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-13:05,2020/06/15-06:20,6:45,1463.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-23:30,2020/06/15-18:30,5:00,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-01:35,2020/06/15-18:45,6:50,1463.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-12:05,2020/06/15-07:10,4:55,1463.0,1
LATAM Airlines Group,mcz,sdu,2020/06/16-09:35,2020/06/15-19:20,14:15,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-01:35,2020/06/15-19:55,5:40,1463.0,1
LATAM Airlines Group,mcz,sdu,2020/06/16-11:10,2020/06/15-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-08:10,8:55,1463.0,1
Azul,mcz,sdu,2020/06/15-18:25,2020/06/15-08:30,9:55,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-13:05,2020/06/15-08:30,4:35,1463.0,1
LATAM Airlines Group,mcz,sdu,2020/06/16-13:50,2020/06/15-20:30,17:20,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-08:40,8:25,1463.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-09:10,7:55,1463.0,1
LATAM Airlines Group,mcz,sdu,2020/06/16-09:35,2020/06/15-21:25,12:10,2452.0,3
Azul,mcz,sdu,2020/06/15-18:25,2020/06/15-09:35,8:50,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/15-17:05,2020/06/15-09:40,7:25,1463.0,1
Azul,mcz,sdu,2020/06/15-18:25,2020/06/15-09:55,8:30,1947.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-10:10,6:55,629.0,1
LATAM Airlines Group,mcz,sdu,2020/06/17-13:50,2020/06/16-22:20,15:30,669.0,2
Azul,mcz,sdu,2020/06/16-16:55,2020/06/16-10:35,6:20,883.0,2
LATAM Airlines Group,mcz,sdu,2020/06/16-19:10,2020/06/16-10:50,8:20,646.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-11:10,5:55,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-11:30,5:35,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-22:45,2020/06/16-11:45,11:00,884.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-12:05,5:00,629.0,1
Azul,mcz,sdu,2020/06/17-00:10,2020/06/16-16:10,8:00,627.0,2
LATAM Airlines Group,mcz,sdu,2020/06/17-09:35,2020/06/16-16:40,16:55,2452.0,3
Azul,mcz,sdu,2020/06/17-01:50,2020/06/16-17:25,8:25,627.0,1
LATAM Airlines Group,mcz,sdu,2020/06/16-11:10,2020/06/16-06:00,5:10,1808.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-06:05,11:00,629.0,1
LATAM Airlines Group,mcz,sdu,2020/06/17-01:55,2020/06/16-18:10,7:45,669.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-12:05,2020/06/16-06:20,5:45,1465.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-01:35,2020/06/16-18:45,6:50,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-07:05,10:00,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-12:05,2020/06/16-07:10,4:55,1465.0,1
Azul,mcz,sdu,2020/06/17-01:50,2020/06/16-19:20,6:30,627.0,1
LATAM Airlines Group,mcz,sdu,2020/06/17-09:35,2020/06/16-19:20,14:15,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-07:40,9:25,629.0,1
LATAM Airlines Group,mcz,sdu,2020/06/17-11:10,2020/06/16-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-08:10,8:55,629.0,1
Azul,mcz,sdu,2020/06/16-16:55,2020/06/16-08:30,8:25,883.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-14:25,2020/06/16-08:30,5:55,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/17-13:50,2020/06/16-20:30,17:20,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-08:40,8:25,629.0,1
Azul,mcz,sdu,2020/06/17-01:50,2020/06/16-21:00,4:50,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-09:10,7:55,629.0,1
LATAM Airlines Group,mcz,sdu,2020/06/17-09:35,2020/06/16-21:25,12:10,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-14:25,2020/06/16-09:35,4:50,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/16-17:05,2020/06/16-09:40,7:25,629.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-10:10,6:55,627.0,1
LATAM Airlines Group,mcz,sdu,2020/06/18-13:50,2020/06/17-22:20,15:30,646.0,2
Azul,mcz,sdu,2020/06/17-16:55,2020/06/17-10:35,6:20,883.0,2
LATAM Airlines Group,mcz,sdu,2020/06/17-19:10,2020/06/17-10:50,8:20,646.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-11:10,5:55,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-11:30,5:35,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-12:05,5:00,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-23:30,2020/06/17-15:30,8:00,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-23:30,2020/06/17-16:00,7:30,627.0,1
Azul,mcz,sdu,2020/06/18-00:10,2020/06/17-16:10,8:00,627.0,2
LATAM Airlines Group,mcz,sdu,2020/06/18-09:35,2020/06/17-16:40,16:55,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-23:30,2020/06/17-17:00,6:30,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-01:35,2020/06/17-17:15,8:20,627.0,1
LATAM Airlines Group,mcz,sdu,2020/06/17-11:10,2020/06/17-06:00,5:10,1093.0,1
LATAM Airlines Group,mcz,sdu,2020/06/18-01:55,2020/06/17-18:10,7:45,669.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-13:05,2020/06/17-06:20,6:45,1463.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-23:30,2020/06/17-18:30,5:00,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-01:35,2020/06/17-18:45,6:50,627.0,1
Azul,mcz,sdu,2020/06/18-01:50,2020/06/17-19:20,6:30,627.0,1
LATAM Airlines Group,mcz,sdu,2020/06/18-09:35,2020/06/17-19:20,14:15,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-07:40,9:25,627.0,1
Azul,mcz,sdu,2020/06/18-01:50,2020/06/17-19:55,5:55,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-01:35,2020/06/17-19:55,5:40,627.0,1
LATAM Airlines Group,mcz,sdu,2020/06/18-11:10,2020/06/17-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-08:10,8:55,627.0,1
Azul,mcz,sdu,2020/06/17-16:55,2020/06/17-08:30,8:25,883.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-13:05,2020/06/17-08:30,4:35,1463.0,1
LATAM Airlines Group,mcz,sdu,2020/06/18-13:50,2020/06/17-20:30,17:20,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-08:40,8:25,627.0,1
Azul,mcz,sdu,2020/06/18-01:50,2020/06/17-21:00,4:50,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-09:10,7:55,627.0,1
LATAM Airlines Group,mcz,sdu,2020/06/18-09:35,2020/06/17-21:25,12:10,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/17-17:05,2020/06/17-09:40,7:25,627.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-10:10,6:55,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/19-13:50,2020/06/18-22:20,15:30,646.0,2
Azul,mcz,sdu,2020/06/18-18:25,2020/06/18-10:35,7:50,883.0,2
LATAM Airlines Group,mcz,sdu,2020/06/18-19:10,2020/06/18-10:50,8:20,646.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-11:10,5:55,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-11:30,5:35,1327.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/19-01:35,2020/06/18-11:45,13:50,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-12:05,5:00,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/19-16:10,2020/06/18-16:40,23:30,4128.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/19-01:35,2020/06/18-17:15,8:20,758.0,1
Azul,mcz,sdu,2020/06/19-01:50,2020/06/18-17:25,8:25,687.0,1
LATAM Airlines Group,mcz,sdu,2020/06/18-11:10,2020/06/18-06:00,5:10,1012.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-06:05,11:00,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/19-01:55,2020/06/18-18:10,7:45,669.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-12:05,2020/06/18-06:20,5:45,1985.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/19-01:35,2020/06/18-18:45,6:50,758.0,1
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-07:05,10:00,1327.0,1
Azul,mcz,sdu,2020/06/19-01:50,2020/06/18-19:20,6:30,687.0,1
LATAM Airlines Group,mcz,sdu,2020/06/19-09:35,2020/06/18-19:20,14:15,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-07:40,9:25,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/19-11:10,2020/06/18-20:05,15:5,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-08:10,8:55,1327.0,1
Azul,mcz,sdu,2020/06/18-18:25,2020/06/18-08:30,9:55,627.0,2
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-13:05,2020/06/18-08:30,4:35,1327.0,1
LATAM Airlines Group,mcz,sdu,2020/06/19-13:50,2020/06/18-20:30,17:20,2452.0,3
GOL Linhas Aereas S.A.,mcz,sdu,2020/06/18-17:05,2020/06/18-08:40,8:25,1327.0,1
